   4.0000000e+00   6.0000000e+00   1.0000000e+00
   5.6500000e+00   4.6500000e+00   1.0000000e+00
   6.1500000e+00   5.6500000e+00   1.0000000e+00
   7.9000000e+00   5.4500000e+00   1.0000000e+00
   6.3000000e+00   6.8500000e+00   1.0000000e+00
   4.2000000e+00   8.2500000e+00   1.0000000e+00
   5.4500000e+00   7.4500000e+00   1.0000000e+00
   6.4000000e+00   7.4500000e+00   1.0000000e+00
   5.9500000e+00   7.9000000e+00   1.0000000e+00
   5.5500000e+00   8.7500000e+00   1.0000000e+00
   6.9500000e+00   8.7500000e+00   1.0000000e+00
   6.5000000e+00   8.1000000e+00   1.0000000e+00
   8.1500000e+00   8.9000000e+00   1.0000000e+00
   7.6500000e+00   9.3500000e+00   1.0000000e+00
   6.3000000e+00   9.3500000e+00   1.0000000e+00
   9.0000000e+00   9.4000000e+00   1.0000000e+00
   9.4500000e+00   9.4000000e+00   1.0000000e+00
   9.6500000e+00   8.8500000e+00   1.0000000e+00
   9.6500000e+00   7.9500000e+00   1.0000000e+00
   7.2500000e+00   8.1500000e+00   1.0000000e+00
   8.9500000e+00   8.3000000e+00   1.0000000e+00
   7.8500000e+00   7.8000000e+00   1.0000000e+00
   7.5500000e+00   7.1500000e+00   1.0000000e+00
   8.4000000e+00   6.7500000e+00   1.0000000e+00
   8.4500000e+00   5.9000000e+00   1.0000000e+00
   8.6500000e+00   7.1000000e+00   1.0000000e+00
   9.2500000e+00   7.1000000e+00   1.0000000e+00
   1.0150000e+01   7.3500000e+00   1.0000000e+00
   1.0200000e+01   8.3500000e+00   1.0000000e+00
   1.0800000e+01   9.0500000e+00   1.0000000e+00
   1.0100000e+01   9.4000000e+00   1.0000000e+00
   8.6500000e+00   8.4500000e+00   1.0000000e+00
   8.3000000e+00   8.0500000e+00   1.0000000e+00
   9.1500000e+00   7.5500000e+00   1.0000000e+00
   6.4000000e+00   9.3000000e+00   1.0000000e+00
   8.1000000e+00   9.2000000e+00   1.0000000e+00
   8.5000000e+00   9.2500000e+00   1.0000000e+00
   7.5000000e+00   8.6000000e+00   1.0000000e+00
   6.2500000e+00   8.6000000e+00   1.0000000e+00
   4.9000000e+00   7.7500000e+00   1.0000000e+00
   1.0700000e+01   1.1850000e+01   1.0000000e+00
   1.1350000e+01   8.9000000e+00   1.0000000e+00
   1.1350000e+01   8.2000000e+00   1.0000000e+00
   9.2500000e+00   1.0350000e+01   1.0000000e+00
   1.0050000e+01   6.5500000e+00   1.0000000e+00
   1.0800000e+01   6.5500000e+00   1.0000000e+00
   2.1000000e+00   8.0000000e+00   1.0000000e+00
   4.4000000e+00   8.8500000e+00   1.0000000e+00
   7.8500000e+00   1.0300000e+01   1.0000000e+00
   2.4000000e+00   1.1000000e+01   1.0000000e+00
   4.7500000e+00   1.2050000e+01   1.0000000e+00
   7.1000000e+00   7.4500000e+00   1.0000000e+00
   6.9500000e+00   6.9500000e+00   1.0000000e+00
   8.1000000e+00   6.9500000e+00   1.0000000e+00
   8.8000000e+00   7.7500000e+00   1.0000000e+00
   5.6000000e+00   5.9500000e+00   1.0000000e+00
   7.2500000e+00   6.9500000e+00   1.0000000e+00
   6.4500000e+00   8.7000000e+00   1.0000000e+00
   9.4500000e+00   9.4500000e+00   1.0000000e+00
   1.0200000e+01   8.3500000e+00   1.0000000e+00
   1.0750000e+01   7.1000000e+00   1.0000000e+00
   1.0300000e+01   6.8500000e+00   1.0000000e+00
   1.0250000e+01   7.8000000e+00   1.0000000e+00
   6.0000000e-01   1.0600000e+01   1.0000000e+00
   1.3500000e+00   1.0100000e+01   1.0000000e+00
   2.3500000e+00   1.1600000e+01   1.0000000e+00
   4.0500000e+00   1.2400000e+01   1.0000000e+00
   5.4000000e+00   1.2600000e+01   1.0000000e+00
   7.7500000e+00   8.0100000e+00   1.0000000e+00
   7.4200000e+00   8.6500000e+00   1.0000000e+00
   5.5000000e+00   1.2600000e+01   1.0000000e+00
   5.2500000e+00   0.9795000e+01  -1.0000000e+00
   6.0000000e+00   1.1950000e+01  -1.0000000e+00
   9.0000000e-01   1.2500000e+01  -1.0000000e+00
   2.7500000e+00   0.900000e+01   -1.0000000e+00
   5.8500000e+00   2.6500000e+00  -1.0000000e+00
   6.0500000e+00   1.7500000e+00  -1.0000000e+00
   7.3500000e+00   3.5500000e+00  -1.0000000e+00
   7.8500000e+00   2.3000000e+00  -1.0000000e+00
   9.4000000e+00   4.0500000e+00  -1.0000000e+00
   9.4000000e+00   3.4500000e+00  -1.0000000e+00
   9.4000000e+00   2.7000000e+00  -1.0000000e+00
   1.0350000e+01   3.3000000e+00  -1.0000000e+00
   8.8500000e+00   2.0500000e+00  -1.0000000e+00
   1.1150000e+01   1.7000000e+00  -1.0000000e+00
   1.0400000e+01   1.8500000e+00  -1.0000000e+00
   1.1000000e+01   3.0000000e+00  -1.0000000e+00
   1.1200000e+01   4.3000000e+00  -1.0000000e+00
   1.1800000e+01   2.9500000e+00  -1.0000000e+00
   1.1800000e+01   2.2500000e+00  -1.0000000e+00
   7.2000000e+00   5.0000000e+00  -1.0000000e+00
   5.0000000e+00   5.0000000e+00  -1.0000000e+00
   7.0500000e+00   2.3000000e+00  -1.0000000e+00
   8.5500000e+00   1.5500000e+00  -1.0000000e+00
   7.0500000e+00   6.0500000e+00  -1.0000000e+00
   8.3500000e+00   3.8000000e+00  -1.0000000e+00
   9.4500000e+00   1.7500000e+00  -1.0000000e+00
   1.1400000e+01   3.6000000e+00  -1.0000000e+00
